,date,state,cases_dif,deaths_dif
32314,2021-10-10,Washington,64.0,0.0
32370,2021-10-11,Washington,5622.0,52.0
32426,2021-10-12,Washington,2464.0,0.0
32482,2021-10-13,Washington,2969.0,94.0
32538,2021-10-14,Washington,2980.0,49.0
32594,2021-10-15,Washington,2519.0,32.0
32650,2021-10-16,Washington,0.0,0.0
32706,2021-10-17,Washington,62.0,0.0
32762,2021-10-18,Washington,2027.0,7.0
32818,2021-10-19,Washington,5421.0,79.0
32874,2021-10-20,Washington,2596.0,50.0
32930,2021-10-21,Washington,3151.0,44.0
32986,2021-10-22,Washington,2392.0,26.0
33042,2021-10-23,Washington,0.0,0.0
33098,2021-10-24,Washington,62.0,0.0
33154,2021-10-25,Washington,5315.0,30.0
33210,2021-10-26,Washington,1988.0,41.0
33266,2021-10-27,Washington,1924.0,45.0
33322,2021-10-28,Washington,3216.0,29.0
33378,2021-10-29,Washington,2245.0,40.0
33434,2021-10-30,Washington,0.0,0.0
33490,2021-10-31,Washington,59.0,0.0
33546,2021-11-01,Washington,4990.0,31.0
33602,2021-11-02,Washington,1763.0,36.0
33658,2021-11-03,Washington,1789.0,31.0
33714,2021-11-04,Washington,2240.0,38.0
33770,2021-11-05,Washington,1559.0,22.0
33826,2021-11-06,Washington,0.0,0.0
33882,2021-11-07,Washington,58.0,0.0
33938,2021-11-08,Washington,5105.0,33.0
33994,2021-11-09,Washington,1536.0,31.0
34050,2021-11-10,Washington,2090.0,2.0
34106,2021-11-11,Washington,0.0,0.0
34162,2021-11-12,Washington,3796.0,69.0
34218,2021-11-13,Washington,0.0,0.0
34274,2021-11-14,Washington,85.0,0.0
34330,2021-11-15,Washington,4072.0,55.0
34386,2021-11-16,Washington,2155.0,35.0
34442,2021-11-17,Washington,2246.0,39.0
34498,2021-11-18,Washington,1898.0,30.0
34554,2021-11-19,Washington,1579.0,19.0
34610,2021-11-20,Washington,10.0,0.0
34666,2021-11-21,Washington,25.0,0.0
34722,2021-11-22,Washington,3814.0,25.0
34778,2021-11-23,Washington,1178.0,43.0
34834,2021-11-24,Washington,1078.0,31.0
34890,2021-11-25,Washington,0.0,0.0
34946,2021-11-26,Washington,0.0,0.0
35002,2021-11-27,Washington,0.0,0.0
35058,2021-11-28,Washington,0.0,0.0
35114,2021-11-29,Washington,4727.0,57.0
35170,2021-11-30,Washington,1388.0,36.0
35226,2021-12-01,Washington,1345.0,42.0
35282,2021-12-02,Washington,3432.0,44.0
35338,2021-12-03,Washington,1848.0,31.0
35394,2021-12-04,Washington,0.0,0.0
35450,2021-12-05,Washington,34.0,0.0
35506,2021-12-06,Washington,3170.0,30.0
35562,2021-12-07,Washington,2023.0,21.0
35618,2021-12-08,Washington,1053.0,31.0
35674,2021-12-09,Washington,1946.0,36.0
35730,2021-12-10,Washington,1250.0,18.0
35786,2021-12-11,Washington,0.0,0.0
35842,2021-12-12,Washington,24.0,0.0
35898,2021-12-13,Washington,3404.0,23.0
35954,2021-12-14,Washington,1019.0,27.0
36010,2021-12-15,Washington,1562.0,29.0
36066,2021-12-16,Washington,2011.0,21.0
36122,2021-12-17,Washington,1976.0,23.0
36178,2021-12-18,Washington,0.0,0.0
36234,2021-12-19,Washington,0.0,0.0
36290,2021-12-20,Washington,5285.0,16.0
36346,2021-12-21,Washington,1964.0,26.0
36402,2021-12-22,Washington,1991.0,32.0
36458,2021-12-23,Washington,5190.0,29.0
36514,2021-12-24,Washington,150.0,0.0
36570,2021-12-25,Washington,0.0,0.0
36626,2021-12-26,Washington,0.0,0.0
36682,2021-12-27,Washington,18716.0,19.0
36738,2021-12-28,Washington,4534.0,25.0
3,2020-01-24,Illinois,,
6,2020-01-25,Illinois,0.0,0.0
10,2020-01-26,Illinois,0.0,0.0
14,2020-01-27,Illinois,0.0,0.0
18,2020-01-28,Illinois,0.0,0.0
22,2020-01-29,Illinois,0.0,0.0
26,2020-01-30,Illinois,1.0,0.0
30,2020-01-31,Illinois,0.0,0.0
34,2020-02-01,Illinois,0.0,0.0
39,2020-02-02,Illinois,0.0,0.0
44,2020-02-03,Illinois,0.0,0.0
49,2020-02-04,Illinois,0.0,0.0
54,2020-02-05,Illinois,0.0,0.0
60,2020-02-06,Illinois,0.0,0.0
66,2020-02-07,Illinois,0.0,0.0
72,2020-02-08,Illinois,0.0,0.0
78,2020-02-09,Illinois,0.0,0.0
84,2020-02-10,Illinois,0.0,0.0
90,2020-02-11,Illinois,0.0,0.0
96,2020-02-12,Illinois,0.0,0.0
103,2020-02-13,Illinois,0.0,0.0
110,2020-02-14,Illinois,0.0,0.0
117,2020-02-15,Illinois,0.0,0.0
124,2020-02-16,Illinois,0.0,0.0
131,2020-02-17,Illinois,0.0,0.0
139,2020-02-18,Illinois,0.0,0.0
147,2020-02-19,Illinois,0.0,0.0
155,2020-02-20,Illinois,0.0,0.0
163,2020-02-21,Illinois,0.0,0.0
171,2020-02-22,Illinois,0.0,0.0
179,2020-02-23,Illinois,0.0,0.0
187,2020-02-24,Illinois,0.0,0.0
195,2020-02-25,Illinois,0.0,0.0
204,2020-02-26,Illinois,0.0,0.0
213,2020-02-27,Illinois,0.0,0.0
222,2020-02-28,Illinois,0.0,0.0
232,2020-02-29,Illinois,1.0,0.0
243,2020-03-01,Illinois,0.0,0.0
257,2020-03-02,Illinois,1.0,0.0
272,2020-03-03,Illinois,0.0,0.0
288,2020-03-04,Illinois,0.0,0.0
306,2020-03-05,Illinois,1.0,0.0
328,2020-03-06,Illinois,1.0,0.0
357,2020-03-07,Illinois,0.0,0.0
391,2020-03-08,Illinois,1.0,0.0
426,2020-03-09,Illinois,4.0,0.0
463,2020-03-10,Illinois,8.0,0.0
504,2020-03-11,Illinois,6.0,0.0
550,2020-03-12,Illinois,7.0,0.0
599,2020-03-13,Illinois,14.0,0.0
650,2020-03-14,Illinois,20.0,0.0
703,2020-03-15,Illinois,28.0,0.0
756,2020-03-16,Illinois,10.0,0.0
809,2020-03-17,Illinois,55.0,1.0
863,2020-03-18,Illinois,127.0,0.0
917,2020-03-19,Illinois,134.0,3.0
971,2020-03-20,Illinois,163.0,1.0
1025,2020-03-21,Illinois,168.0,1.0
1079,2020-03-22,Illinois,296.0,3.0
1133,2020-03-23,Illinois,238.0,3.0
1187,2020-03-24,Illinois,250.0,4.0
1241,2020-03-25,Illinois,339.0,5.0
1295,2020-03-26,Illinois,664.0,5.0
1349,2020-03-27,Illinois,491.0,11.0
1403,2020-03-28,Illinois,518.0,13.0
1458,2020-03-29,Illinois,1068.0,21.0
1513,2020-03-30,Illinois,455.0,13.0
1568,2020-03-31,Illinois,922.0,23.0
1623,2020-04-01,Illinois,986.0,39.0
1678,2020-04-02,Illinois,717.0,19.0
1733,2020-04-03,Illinois,1209.0,47.0
1788,2020-04-04,Illinois,1453.0,36.0
1843,2020-04-05,Illinois,919.0,35.0
1898,2020-04-06,Illinois,986.0,26.0
1953,2020-04-07,Illinois,1287.0,75.0
2008,2020-04-08,Illinois,1529.0,80.0
2063,2020-04-09,Illinois,1344.0,70.0
2118,2020-04-10,Illinois,1465.0,73.0
2173,2020-04-11,Illinois,1293.0,75.0
2228,2020-04-12,Illinois,1672.0,45.0
2283,2020-04-13,Illinois,1173.0,73.0
2338,2020-04-14,Illinois,1222.0,78.0
2393,2020-04-15,Illinois,1346.0,80.0
2448,2020-04-16,Illinois,1141.0,123.0
2503,2020-04-17,Illinois,1841.0,61.0
2558,2020-04-18,Illinois,1585.0,130.0
2613,2020-04-19,Illinois,1197.0,30.0
2668,2020-04-20,Illinois,1151.0,57.0
2723,2020-04-21,Illinois,1551.0,120.0
2778,2020-04-22,Illinois,2049.0,98.0
2833,2020-04-23,Illinois,1827.0,119.0
2888,2020-04-24,Illinois,2723.0,108.0
2943,2020-04-25,Illinois,2119.0,80.0
2998,2020-04-26,Illinois,2126.0,59.0
3053,2020-04-27,Illinois,1980.0,49.0
3108,2020-04-28,Illinois,2219.0,140.0
3163,2020-04-29,Illinois,2253.0,89.0
3218,2020-04-30,Illinois,2563.0,140.0
3273,2020-05-01,Illinois,3137.0,103.0
3328,2020-05-02,Illinois,2450.0,112.0
3383,2020-05-03,Illinois,2994.0,56.0
3438,2020-05-04,Illinois,2341.0,41.0
3493,2020-05-05,Illinois,2049.0,170.0
3548,2020-05-06,Illinois,2275.0,134.0
3603,2020-05-07,Illinois,2638.0,162.0
3658,2020-05-08,Illinois,2886.0,123.0
3713,2020-05-09,Illinois,2320.0,100.0
3768,2020-05-10,Illinois,1654.0,64.0
3823,2020-05-11,Illinois,1461.0,54.0
3878,2020-05-12,Illinois,4045.0,137.0
3933,2020-05-13,Illinois,1706.0,198.0
3988,2020-05-14,Illinois,3207.0,130.0
4043,2020-05-15,Illinois,2447.0,130.0
4098,2020-05-16,Illinois,2141.0,74.0
4153,2020-05-17,Illinois,1691.0,49.0
4208,2020-05-18,Illinois,2418.0,59.0
4263,2020-05-19,Illinois,1520.0,142.0
4318,2020-05-20,Illinois,2415.0,148.0
4373,2020-05-21,Illinois,2282.0,87.0
4428,2020-05-22,Illinois,2715.0,106.0
4483,2020-05-23,Illinois,2390.0,77.0
4538,2020-05-24,Illinois,2441.0,67.0
4593,2020-05-25,Illinois,1707.0,28.0
4648,2020-05-26,Illinois,1238.0,48.0
4703,2020-05-27,Illinois,1126.0,158.0
4758,2020-05-28,Illinois,1516.0,107.0
4813,2020-05-29,Illinois,1666.0,83.0
4868,2020-05-30,Illinois,1496.0,60.0
4923,2020-05-31,Illinois,1298.0,58.0
4978,2020-06-01,Illinois,1078.0,32.0
5033,2020-06-02,Illinois,1578.0,109.0
5088,2020-06-03,Illinois,1035.0,98.0
5143,2020-06-04,Illinois,870.0,107.0
5198,2020-06-05,Illinois,1168.0,62.0
5253,2020-06-06,Illinois,934.0,64.0
5308,2020-06-07,Illinois,819.0,41.0
5363,2020-06-08,Illinois,1473.0,203.0
5418,2020-06-09,Illinois,778.0,95.0
5473,2020-06-10,Illinois,568.0,65.0
5528,2020-06-11,Illinois,842.0,86.0
5583,2020-06-12,Illinois,758.0,81.0
5638,2020-06-13,Illinois,628.0,22.0
5693,2020-06-14,Illinois,602.0,21.0
5748,2020-06-15,Illinois,528.0,31.0
5803,2020-06-16,Illinois,619.0,65.0
5858,2020-06-17,Illinois,550.0,79.0
5913,2020-06-18,Illinois,665.0,50.0
5968,2020-06-19,Illinois,836.0,64.0
6023,2020-06-20,Illinois,618.0,45.0
6078,2020-06-21,Illinois,619.0,19.0
6133,2020-06-22,Illinois,461.0,24.0
6188,2020-06-23,Illinois,667.0,36.0
6243,2020-06-24,Illinois,743.0,61.0
6298,2020-06-25,Illinois,910.0,38.0
6353,2020-06-26,Illinois,877.0,35.0
6408,2020-06-27,Illinois,724.0,24.0
6463,2020-06-28,Illinois,581.0,15.0
6518,2020-06-29,Illinois,768.0,17.0
6573,2020-06-30,Illinois,776.0,21.0
6628,2020-07-01,Illinois,880.0,24.0
6683,2020-07-02,Illinois,866.0,37.0
6738,2020-07-03,Illinois,886.0,25.0
6793,2020-07-04,Illinois,858.0,12.0
6848,2020-07-05,Illinois,579.0,7.0
6903,2020-07-06,Illinois,698.0,9.0
6958,2020-07-07,Illinois,682.0,31.0
7013,2020-07-08,Illinois,945.0,34.0
7068,2020-07-09,Illinois,1133.0,18.0
7123,2020-07-10,Illinois,1218.0,16.0
7178,2020-07-11,Illinois,1124.0,23.0
7233,2020-07-12,Illinois,825.0,19.0
7288,2020-07-13,Illinois,933.0,7.0
7343,2020-07-14,Illinois,767.0,27.0
7398,2020-07-15,Illinois,1396.0,10.0
7453,2020-07-16,Illinois,1225.0,22.0
7508,2020-07-17,Illinois,1366.0,11.0
7563,2020-07-18,Illinois,1257.0,18.0
7618,2020-07-19,Illinois,985.0,5.0
7673,2020-07-20,Illinois,1268.0,9.0
7728,2020-07-21,Illinois,982.0,21.0
7783,2020-07-22,Illinois,1608.0,23.0
7838,2020-07-23,Illinois,1624.0,19.0
7893,2020-07-24,Illinois,1610.0,17.0
7948,2020-07-25,Illinois,1293.0,13.0
8003,2020-07-26,Illinois,1410.0,2.0
8058,2020-07-27,Illinois,1363.0,24.0
8113,2020-07-28,Illinois,1146.0,26.0
8168,2020-07-29,Illinois,1379.0,16.0
8223,2020-07-30,Illinois,1865.0,16.0
8278,2020-07-31,Illinois,1869.0,26.0
8333,2020-08-01,Illinois,1531.0,4.0
8388,2020-08-02,Illinois,1482.0,11.0
8443,2020-08-03,Illinois,1524.0,10.0
8498,2020-08-04,Illinois,1360.0,19.0
8553,2020-08-05,Illinois,1876.0,29.0
8608,2020-08-06,Illinois,1991.0,20.0
8663,2020-08-07,Illinois,2017.0,37.0
8718,2020-08-08,Illinois,2049.0,13.0
8773,2020-08-09,Illinois,1366.0,6.0
8828,2020-08-10,Illinois,1429.0,2.0
8883,2020-08-11,Illinois,1593.0,25.0
8938,2020-08-12,Illinois,1729.0,28.0
8993,2020-08-13,Illinois,1929.0,27.0
9048,2020-08-14,Illinois,2250.0,19.0
9103,2020-08-15,Illinois,1678.0,6.0
9158,2020-08-16,Illinois,1563.0,14.0
9213,2020-08-17,Illinois,1874.0,17.0
9268,2020-08-18,Illinois,1864.0,27.0
9323,2020-08-19,Illinois,2082.0,20.0
9378,2020-08-20,Illinois,2001.0,27.0
9433,2020-08-21,Illinois,2222.0,22.0
9488,2020-08-22,Illinois,2348.0,21.0
9543,2020-08-23,Illinois,1833.0,7.0
9598,2020-08-24,Illinois,1764.0,9.0
9653,2020-08-25,Illinois,1756.0,32.0
9708,2020-08-26,Illinois,2060.0,31.0
9763,2020-08-27,Illinois,1726.0,20.0
9818,2020-08-28,Illinois,2454.0,23.0
9873,2020-08-29,Illinois,1754.0,7.0
9928,2020-08-30,Illinois,1973.0,12.0
9983,2020-08-31,Illinois,1903.0,10.0
10038,2020-09-01,Illinois,1433.0,41.0
10093,2020-09-02,Illinois,2167.0,23.0
10148,2020-09-03,Illinois,1433.0,25.0
10203,2020-09-04,Illinois,5538.0,39.0
10258,2020-09-05,Illinois,2629.0,19.0
10313,2020-09-06,Illinois,1424.0,4.0
10368,2020-09-07,Illinois,1343.0,8.0
10423,2020-09-08,Illinois,1580.0,14.0
10478,2020-09-09,Illinois,1385.0,26.0
10533,2020-09-10,Illinois,1959.0,23.0
10588,2020-09-11,Illinois,2376.0,42.0
10643,2020-09-12,Illinois,2008.0,24.0
10698,2020-09-13,Illinois,1383.0,16.0
10753,2020-09-14,Illinois,1529.0,9.0
10808,2020-09-15,Illinois,1511.0,18.0
10863,2020-09-16,Illinois,1902.0,33.0
10918,2020-09-17,Illinois,2088.0,21.0
10973,2020-09-18,Illinois,2226.0,23.0
11028,2020-09-19,Illinois,2461.0,22.0
11083,2020-09-20,Illinois,1316.0,12.0
11138,2020-09-21,Illinois,1659.0,17.0
11193,2020-09-22,Illinois,1479.0,24.0
11248,2020-09-23,Illinois,1820.0,21.0
11303,2020-09-24,Illinois,2289.0,31.0
11358,2020-09-25,Illinois,2755.0,33.0
11413,2020-09-26,Illinois,2308.0,21.0
11468,2020-09-27,Illinois,1588.0,12.0
11523,2020-09-28,Illinois,1898.0,18.0
11578,2020-09-29,Illinois,1504.0,24.0
11633,2020-09-30,Illinois,2262.0,34.0
11688,2020-10-01,Illinois,2176.0,21.0
11743,2020-10-02,Illinois,2429.0,51.0
11798,2020-10-03,Illinois,2267.0,26.0
11853,2020-10-04,Illinois,1411.0,17.0
11908,2020-10-05,Illinois,2210.0,21.0
11963,2020-10-06,Illinois,1562.0,29.0
12018,2020-10-07,Illinois,2624.0,38.0
12073,2020-10-08,Illinois,3111.0,35.0
12128,2020-10-09,Illinois,2776.0,34.0
12183,2020-10-10,Illinois,2782.0,28.0
12238,2020-10-11,Illinois,2702.0,10.0
12293,2020-10-12,Illinois,2770.0,13.0
12348,2020-10-13,Illinois,3405.0,30.0
12403,2020-10-14,Illinois,2964.0,47.0
12458,2020-10-15,Illinois,4087.0,57.0
12513,2020-10-16,Illinois,5008.0,55.0
12568,2020-10-17,Illinois,3568.0,27.0
12623,2020-10-18,Illinois,4083.0,17.0
12678,2020-10-19,Illinois,3579.0,29.0
12733,2020-10-20,Illinois,3702.0,42.0
12788,2020-10-21,Illinois,4009.0,60.0
12843,2020-10-22,Illinois,4960.0,41.0
12898,2020-10-23,Illinois,5014.0,41.0
12953,2020-10-24,Illinois,5900.0,61.0
13008,2020-10-25,Illinois,4031.0,23.0
13063,2020-10-26,Illinois,5019.0,23.0
13118,2020-10-27,Illinois,4004.0,49.0
13173,2020-10-28,Illinois,6116.0,52.0
13228,2020-10-29,Illinois,6418.0,51.0
13283,2020-10-30,Illinois,8519.0,49.0
13338,2020-10-31,Illinois,6416.0,18.0
13393,2020-11-01,Illinois,8303.0,61.0
13448,2020-11-02,Illinois,6421.0,24.0
13503,2020-11-03,Illinois,6598.0,62.0
13558,2020-11-04,Illinois,7658.0,62.0
13613,2020-11-05,Illinois,9991.0,95.0
13668,2020-11-06,Illinois,11356.0,78.0
13723,2020-11-07,Illinois,12177.0,86.0
13778,2020-11-08,Illinois,9919.0,50.0
13833,2020-11-09,Illinois,11035.0,29.0
13888,2020-11-10,Illinois,12673.0,81.0
13943,2020-11-11,Illinois,12384.0,147.0
13998,2020-11-12,Illinois,12788.0,50.0
14053,2020-11-13,Illinois,15223.0,52.0
14108,2020-11-14,Illinois,11003.0,191.0
14163,2020-11-15,Illinois,10636.0,72.0
14218,2020-11-16,Illinois,11847.0,47.0
14273,2020-11-17,Illinois,12789.0,110.0
14328,2020-11-18,Illinois,8698.0,161.0
14383,2020-11-19,Illinois,14813.0,183.0
14438,2020-11-20,Illinois,12954.0,143.0
14493,2020-11-21,Illinois,11651.0,153.0
14548,2020-11-22,Illinois,9928.0,97.0
14603,2020-11-23,Illinois,8463.0,77.0
14658,2020-11-24,Illinois,9678.0,153.0
14713,2020-11-25,Illinois,11312.0,171.0
14768,2020-11-26,Illinois,11509.0,144.0
14823,2020-11-27,Illinois,7759.0,96.0
14878,2020-11-28,Illinois,7947.0,147.0
14933,2020-11-29,Illinois,7417.0,43.0
14988,2020-11-30,Illinois,6338.0,120.0
15043,2020-12-01,Illinois,12685.0,160.0
15098,2020-12-02,Illinois,9698.0,258.0
15153,2020-12-03,Illinois,11001.0,217.0
15208,2020-12-04,Illinois,10487.0,158.0
15263,2020-12-05,Illinois,9745.0,220.0
15318,2020-12-06,Illinois,7481.0,99.0
15373,2020-12-07,Illinois,8867.0,107.0
15428,2020-12-08,Illinois,8005.0,158.0
15483,2020-12-09,Illinois,8196.0,229.0
15538,2020-12-10,Illinois,11146.0,231.0
15593,2020-12-11,Illinois,9532.0,224.0
15648,2020-12-12,Illinois,8660.0,156.0
15703,2020-12-13,Illinois,7084.0,108.0
15758,2020-12-14,Illinois,7448.0,118.0
15813,2020-12-15,Illinois,7401.0,133.0
15868,2020-12-16,Illinois,7033.0,189.0
15923,2020-12-17,Illinois,8935.0,207.0
15978,2020-12-18,Illinois,7249.0,219.0
16033,2020-12-19,Illinois,7525.0,120.0
16088,2020-12-20,Illinois,5921.0,81.0
16143,2020-12-21,Illinois,4993.0,123.0
16198,2020-12-22,Illinois,6348.0,147.0
16253,2020-12-23,Illinois,6727.0,169.0
16308,2020-12-24,Illinois,6975.0,118.0
16363,2020-12-25,Illinois,5460.0,191.0
16418,2020-12-26,Illinois,3422.0,70.0
16473,2020-12-27,Illinois,3822.0,111.0
16528,2020-12-28,Illinois,4731.0,140.0
16583,2020-12-29,Illinois,5720.0,130.0
16638,2020-12-30,Illinois,7731.0,207.0
16693,2020-12-31,Illinois,7987.0,166.0
16748,2021-01-01,Illinois,447.0,0.0
16803,2021-01-02,Illinois,11390.0,238.0
16858,2021-01-03,Illinois,4428.0,105.0
16913,2021-01-04,Illinois,5354.0,92.0
16968,2021-01-05,Illinois,7052.0,155.0
17023,2021-01-06,Illinois,7444.0,169.0
17078,2021-01-07,Illinois,8853.0,206.0
17133,2021-01-08,Illinois,9203.0,166.0
17188,2021-01-09,Illinois,6628.0,102.0
17243,2021-01-10,Illinois,4649.0,83.0
17298,2021-01-11,Illinois,5162.0,70.0
17353,2021-01-12,Illinois,6591.0,132.0
17408,2021-01-13,Illinois,5743.0,122.0
17463,2021-01-14,Illinois,6766.0,109.0
17518,2021-01-15,Illinois,6571.0,148.0
17573,2021-01-16,Illinois,5109.0,145.0
17628,2021-01-17,Illinois,4077.0,31.0
17683,2021-01-18,Illinois,3412.0,67.0
17738,2021-01-19,Illinois,4588.0,35.0
17793,2021-01-20,Illinois,4827.0,131.0
17848,2021-01-21,Illinois,4876.0,138.0
17903,2021-01-22,Illinois,6907.0,112.0
17958,2021-01-23,Illinois,5120.0,110.0
18013,2021-01-24,Illinois,3169.0,35.0
18068,2021-01-25,Illinois,3182.0,64.0
18123,2021-01-26,Illinois,3640.0,109.0
18178,2021-01-27,Illinois,3770.0,97.0
18233,2021-01-28,Illinois,4206.0,124.0
18288,2021-01-29,Illinois,4148.0,73.0
18343,2021-01-30,Illinois,3296.0,66.0
18398,2021-01-31,Illinois,2057.0,29.0
18453,2021-02-01,Illinois,2707.0,31.0
18508,2021-02-02,Illinois,2479.0,63.0
18563,2021-02-03,Illinois,3346.0,84.0
18618,2021-02-04,Illinois,3304.0,77.0
18673,2021-02-05,Illinois,3620.0,106.0
18728,2021-02-06,Illinois,2991.0,73.0
18783,2021-02-07,Illinois,1995.0,62.0
18838,2021-02-08,Illinois,1922.0,41.0
18893,2021-02-09,Illinois,2073.0,23.0
18948,2021-02-10,Illinois,2860.0,67.0
19003,2021-02-11,Illinois,2793.0,116.0
19058,2021-02-12,Illinois,2611.0,42.0
19113,2021-02-13,Illinois,2026.0,60.0
19168,2021-02-14,Illinois,1511.0,34.0
19223,2021-02-15,Illinois,1355.0,45.0
19278,2021-02-16,Illinois,1791.0,33.0
19333,2021-02-17,Illinois,1858.0,25.0
19388,2021-02-18,Illinois,1940.0,73.0
19443,2021-02-19,Illinois,2210.0,71.0
19498,2021-02-20,Illinois,1884.0,58.0
19553,2021-02-21,Illinois,1520.0,40.0
19608,2021-02-22,Illinois,1401.0,40.0
19663,2021-02-23,Illinois,1719.0,22.0
19718,2021-02-24,Illinois,1981.0,47.0
19773,2021-02-25,Illinois,1972.0,32.0
19828,2021-02-26,Illinois,2619.0,68.0
19883,2021-02-27,Illinois,1739.0,35.0
19938,2021-02-28,Illinois,1190.0,25.0
19993,2021-03-01,Illinois,1285.0,24.0
20048,2021-03-02,Illinois,1653.0,44.0
20103,2021-03-03,Illinois,2100.0,50.0
20158,2021-03-04,Illinois,1779.0,49.0
20213,2021-03-05,Illinois,1503.0,44.0
20268,2021-03-06,Illinois,2478.0,56.0
20323,2021-03-07,Illinois,1040.0,12.0
20378,2021-03-08,Illinois,1248.0,6.0
20433,2021-03-09,Illinois,1685.0,19.0
20488,2021-03-10,Illinois,1669.0,28.0
20543,2021-03-11,Illinois,1710.0,55.0
20598,2021-03-12,Illinois,1775.0,41.0
20653,2021-03-13,Illinois,1593.0,25.0
20708,2021-03-14,Illinois,1455.0,18.0
20763,2021-03-15,Illinois,868.0,10.0
20818,2021-03-16,Illinois,1982.0,19.0
20873,2021-03-17,Illinois,1513.0,20.0
20928,2021-03-18,Illinois,2409.0,32.0
20983,2021-03-19,Illinois,2376.0,17.0
21038,2021-03-20,Illinois,1841.0,25.0
21093,2021-03-21,Illinois,1352.0,28.0
21148,2021-03-22,Illinois,1359.0,22.0
21203,2021-03-23,Illinois,1823.0,12.0
21258,2021-03-24,Illinois,2736.0,17.0
21313,2021-03-25,Illinois,2263.0,34.0
21368,2021-03-26,Illinois,3111.0,30.0
21423,2021-03-27,Illinois,2484.0,26.0
21478,2021-03-28,Illinois,2175.0,23.0
21533,2021-03-29,Illinois,1984.0,6.0
21588,2021-03-30,Illinois,2377.0,15.0
21643,2021-03-31,Illinois,2585.0,37.0
21698,2021-04-01,Illinois,3696.0,22.0
21753,2021-04-02,Illinois,3037.0,25.0
21808,2021-04-03,Illinois,2739.0,9.0
21863,2021-04-04,Illinois,2396.0,19.0
21918,2021-04-05,Illinois,2344.0,11.0
21973,2021-04-06,Illinois,2964.0,8.0
22028,2021-04-07,Illinois,3693.0,29.0
22083,2021-04-08,Illinois,3930.0,38.0
22138,2021-04-09,Illinois,3959.0,22.0
22193,2021-04-10,Illinois,3404.0,15.0
22248,2021-04-11,Illinois,2815.0,16.0
22303,2021-04-12,Illinois,2670.0,16.0
22358,2021-04-13,Illinois,3189.0,17.0
22413,2021-04-14,Illinois,3487.0,39.0
22468,2021-04-15,Illinois,3784.0,31.0
22523,2021-04-16,Illinois,3807.0,24.0
22578,2021-04-17,Illinois,2964.0,25.0
22633,2021-04-18,Illinois,2593.0,10.0
22688,2021-04-19,Illinois,2160.0,21.0
22743,2021-04-20,Illinois,2604.0,13.0
22798,2021-04-21,Illinois,2781.0,29.0
22853,2021-04-22,Illinois,3348.0,38.0
22908,2021-04-23,Illinois,3450.0,27.0
